"","guild","abundance","condition"
"122",36,0.0188509948381068,"shrubland.ambient"
"123",37,0.00527057788176586,"shrubland.ambient"
"124",38,0,"shrubland.ambient"
"125",39,0.00729470421747658,"shrubland.ambient"
"126",40,0.0144589924672784,"shrubland.ambient"
"127",41,0.0333071898337155,"shrubland.ambient"
"128",42,0.0183292198728456,"shrubland.ambient"
"129",43,0.00131948871557863,"shrubland.ambient"
"130",1,0.0256564468251846,"shrubland.drought"
"131",2,0.0141223703931486,"shrubland.drought"
"132",3,0.111826048719335,"shrubland.drought"
"133",4,0.00188999700771014,"shrubland.drought"
"134",5,0.00222281311988446,"shrubland.drought"
"135",6,0.00306753794968866,"shrubland.drought"
"136",7,0.0291818910698042,"shrubland.drought"
"137",8,0.0578406350215017,"shrubland.drought"
"138",9,0.0204671145568185,"shrubland.drought"
"139",10,0.0494415078579392,"shrubland.drought"
"140",11,0.0731312524114798,"shrubland.drought"
"141",12,0.00610824368812561,"shrubland.drought"
"142",13,0.0632016103201243,"shrubland.drought"
"143",14,0.0149095134757247,"shrubland.drought"
"144",15,0.0569488089950726,"shrubland.drought"
"145",16,0.00194701598673325,"shrubland.drought"
"146",17,0.0195579237173355,"shrubland.drought"
"147",18,0.0299008183337576,"shrubland.drought"
"148",19,0.0185838368403217,"shrubland.drought"
"149",20,0.0521605078093223,"shrubland.drought"
"150",21,0.0134358343198225,"shrubland.drought"
"151",22,0.00811692414213945,"shrubland.drought"
"152",23,0.0255710091120349,"shrubland.drought"
"153",24,0.0163240782210281,"shrubland.drought"
"154",25,0.00594407228577864,"shrubland.drought"
"155",26,0.0297607301874966,"shrubland.drought"
"156",27,0.0198148929249181,"shrubland.drought"
"157",28,0.00617775722393547,"shrubland.drought"
"158",29,0.0198725705166182,"shrubland.drought"
"159",30,0.0812100130660528,"shrubland.drought"
"160",31,0.0100772073787036,"shrubland.drought"
"161",32,0.00600119559108542,"shrubland.drought"
"162",33,0.0106876883189612,"shrubland.drought"
"163",34,0.00351758287746345,"shrubland.drought"
"164",35,0.00483395580939303,"shrubland.drought"
"165",36,0.0111354287385023,"shrubland.drought"
"166",37,0.00961055760820157,"shrubland.drought"
"167",38,0.000222125501107873,"shrubland.drought"
"168",39,0.0107962393930312,"shrubland.drought"
"169",40,0.0134818744418061,"shrubland.drought"
"170",41,0.0324980207416784,"shrubland.drought"
"171",42,0.00352141835270544,"shrubland.drought"
"172",43,0.00522292914852371,"shrubland.drought"
