"","guild","mat_ori$id","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.cellulose.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.chitin.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.heteromannan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.mixed.linkage.glucan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.xylan.and.heteroxylan.breakdown","Resource.Acquisition.Substrate.degradation.complex.carbohydrate.depolymerization.xyloglucan.breakdown","Resource.Acquisition.Substrate.degradation.simple.compound.degradation.protein.degradation"
"14","4","grassAmbDry1_bin.3.orig",1.09751883552041,1.05220025193079,1.8945535329226,1.45354844554525,1.1319173421067,1.01796026931342,0.736496987321039
"15","1","grassAmbDry1_bin.4.orig",1.00906869921718,0.773921908340351,0.464498553693195,0.534562211317317,0.936625496300884,1.24789578282278,0.880284549838566
"16","5","grassAmbDry1_bin.5.orig",1.50222248964475,1.53620580619151,0.69150908585977,1.19372156213657,1.23944419554335,1.11466173382061,1.00807594558015
"17","2","grassAmbDry1_bin.6.orig",0.346984554556189,0.443542560308465,0.399313307087674,0.229772302570191,0.357859766988949,0,0.727644343104795
"18","4","grassAmbDry1_bin.7.permissive",1.80843180236694,1.15583887125903,1.38744097619236,1.99589834674578,1.39883384198079,1.86371058568413,0.910169737716109
"19","4","grassAmbDry1_bin.8.orig",1.87191225201001,0.797607791689042,1.4361436018079,1.2395756027349,1.60881820610352,1.15747887478314,0.680419246717409
"20","3","grassAmbDry1_bin.9.strict",0.693806076824835,1.33031508015998,0.798438994982949,0.459436645568088,0.715551391921817,0.42900829152574,2.21151913474001
"21","4","grassAmbDry2_bin.1.orig",1.27569360626876,1.63069047559567,1.46808100262944,1.68952221900111,1.15121691832501,1.18321924414445,1.12358176771284
"22","2","grassAmbDry2_bin.10.orig",0.5007582792387,0.640108057700958,0.576277652445067,0.331600877736274,0.645566347165494,0.309639049036178,0.840092561738339
"23","2","grassAmbDry2_bin.13.orig",0.622574128376597,0.397911260394806,0.716464553954742,0.412267027795195,0.802608608901779,0.384962703678368,0.835564648356973
"24","5","grassAmbDry2_bin.14.orig",1.4463952881915,0.92444730020205,0.832263105518506,1.43669900330081,1.11879622740306,1.78872913393227,0.606632967102602
"25","2","grassAmbDry2_bin.15.orig",0.510160210022036,0.652126334585985,0,0,0.394612263330489,0.315452642195901,1.02703875023922
"26","5","grassAmbDry2_bin.16.orig",1.41890146333014,1.20916657452921,1.0885906943391,1.25279065813781,1.09752957382439,1.75472805142442,0.912489389787571
"27","3","grassAmbDry2_bin.17.orig",0.95033193694462,1.21478796367307,1.45820203844622,1.25861485469892,0.816764418501149,1.17525716268377,0.79715785490688
"28","5","grassAmbDry2_bin.19.orig",0.984222405781209,1.67747918474937,0.75510201362318,0.868999481189296,1.01506996831218,1.21716885132487,1.10078116391811
"29","2","grassAmbDry2_bin.2.orig",0.407838902199538,0.781996958508785,0.938690201957861,0.27006989909377,0.525776769432978,0,0.923679741595957
"30","5","grassAmbDry2_bin.20.orig",1.23964607593038,1.26768938196174,1.14127771440699,0.985068630283944,1.02279931496921,1.53304637389547,1.12302770619523
"31","4","grassAmbDry2_bin.21.orig",1.71479743936628,1.0959935199994,1.97340609980362,1.70330185123926,1.32640704901785,0,1.22264607337719
"32","1","grassAmbDry2_bin.22.orig",0.946267112443319,0.80639465989226,0.725982458674264,0.417743807166758,1.30123343694226,1.17023027268409,0.79374819702413
"33","4","grassAmbDry2_bin.23.orig",1.32970346193607,1.27479754548263,1.53023608647582,1.76105260117639,1.19995672488589,2.05552325605053,0.780767711491403
"34","1","grassAmbDry2_bin.24.orig",0.806556278035389,1.03100276912975,0.61879537192768,0.712132728381038,0.831835417257682,0.664968387022224,0.76676334565566
"35","1","grassAmbDry2_bin.25.strict",0.506870484130204,0.647921151889474,1.16662327833031,1.00694509349929,0.914824490556149,0.626836943881145,0.765311981894493
"36","1","grassAmbDry2_bin.26.orig",0.471190214057348,0.301155932146032,0.54225042634317,0.936062937190182,0.971916576665549,0.874067763898063,0.711439170083708
"37","1","grassAmbDry2_bin.27.orig",0.771689158663435,0.789146331043248,0.355227050822173,0.613212752647191,0.875463039403739,0.763466469621524,0.673200986391053
"38","5","grassAmbDry2_bin.28.orig",0.796721845293987,1.35790884627846,1.22250065868304,1.05517441913413,1.23253912963037,1.64215087898451,1.15839805468689
"39","5","grassAmbDry2_bin.29.permissive",1.25275916644852,1.06758259763115,0.480562606385362,1.10609864122612,1.39969182769422,1.03284205321631,0.735587997953878
"40","4","grassAmbDry2_bin.3.orig",1.49400670138801,1.14585312011806,1.37545432246791,1.9786549881005,1.07858236948251,1.47808739969233,1.2030752264088
"41","5","grassAmbDry2_bin.30.strict",1.10562313170942,0.706646604489205,0.848241462659548,1.22023477900273,1.23529861397901,1.13941898812394,0.83467735511265
"42","2","grassAmbDry2_bin.31.orig",0.335429728299755,0.428772285509769,0.386015897088599,0.222120725576698,0.345942788617926,0,0.815959407062561
"43","1","grassAmbDry2_bin.32.orig",0.775426608048016,0.743407808536685,0.446184360654719,0.256742778411673,0.899696339024445,0.719216338904162,0.813054612129298
"44","2","grassAmbDry2_bin.34.orig",1.02660641654861,0.43742930575827,0.787619310209705,0.453210797745576,0.88231865124694,0,0.918547677399969
"45","1","grassAmbDry2_bin.35.orig",1.06940467574999,0.683497985226866,0.615340815724405,0.708157096619734,1.10292202651577,0.991884090276501,0.807334652016574
"46","5","grassAmbDry2_bin.36.orig",1.11965520022159,1.43123008689585,0.85900695948892,0.494288578673015,1.34720542388516,1.84620796536588,1.18964024785961
"47","1","grassAmbDry2_bin.37.orig",1.48050088609421,0.630830339981642,1.13585018355003,0.653589318003273,1.01793522731343,0.610302289512305,1.40745766114781
"48","1","grassAmbDry2_bin.38.orig",0.6865208351786,0.62683154242103,0.677190056395763,0.389667751547102,0.40459303757657,0.606433618093285,0.575867710054391
"49","1","grassAmbDry2_bin.39.orig",0.465805951205105,0.595429282057498,0.71473888350155,0.411274044925681,0.72060790734706,0.768070971545078,0.677261092970866
"50","2","grassAmbDry2_bin.4.orig",0.328597662028367,0.420039008692636,0.378153486669322,0.435193096822484,0.42362073910246,0.406370385890214,0.771776420615647
"51","1","grassAmbDry2_bin.40.orig",1.0132857335128,1.29526038742895,0.583049694807431,1.00649291053556,1.04504420074813,0.939833180802807,1.01995774360497
"52","3","grassAmbDry2_bin.5.orig",1.06442482636929,1.36063034087379,1.22495077081281,1.05728917925715,1.23500936066909,1.31635363676286,0.892861302784584
"53","4","grassAmbDry2_bin.6.orig",1.92213412999472,1.4742125240092,1.76960899506549,2.03653184718857,1.9823777826688,1.42623970599878,0.902902223730635
"54","2","grassAmbDry2_bin.7.orig",0.748299141968797,0.637689320648078,0.574100107429117,0.660695755680485,0.771752382250834,0.308469034955099,1.12983950993481
"55","2","grassAmbDry2_bin.8.orig",0,0.978501150594084,0,0,0.394737985805118,0,1.027365962202
"56","3","grassAmbDry2_bin.9.strict",0.563403419714879,1.08027889996361,1.29674061739495,1.11925299835942,1.16212329253574,1.04512520114174,0.80341031894268
"57","1","grassAmbWet1_bin.1.strict",0.830122392264839,0.707417868989345,0.636875452408886,0.916174946796175,0.856140142169061,1.02659633911713,0.673112843848736
"58","2","grassAmbWet1_bin.10.orig",0.415972368755203,0.531728133234191,0.957410351807665,0.550911720532976,0.858019603477608,0.514424999153298,1.5352749544244
"59","5","grassAmbWet1_bin.11.orig",1.04630435225644,1.33746734593214,0.802731698253131,0.923813493714618,1.25894730638106,1.29394439619706,0.877661478689289
"60","1","grassAmbWet1_bin.12.strict",0.378450880969609,0.645020344535527,0.580700095017231,0.501218450148751,0.650520521745661,0.780038165775888,0.571414203100782
"61","5","grassAmbWet1_bin.13.orig",1.13707475320887,1.16279768808836,1.04684562848162,1.20474888375783,0.938170419148042,1.40619839896372,0.915649484630543
"62","1","grassAmbWet1_bin.14.orig",0.816159166084555,0.695518616781822,0.626162771877054,1.08091710937898,0.98202915958868,0.672885524549645,0.867173923223478
"63","1","grassAmbWet1_bin.15.orig",0.839313815094402,1.07287599278127,0.965890760233954,1.11158301048805,0.865619643169589,0.778472395735097,0.80963862266196
"64","2","grassAmbWet1_bin.16.orig",0.671020009487911,0.428874901084801,0.772216560052185,0.444347768873789,1.03807674327495,0,1.06944407114972
"65","1","grassAmbWet1_bin.17.orig",0.669896074425805,0.856313101231416,0.385461562152475,0.665405252837946,0.690892000675521,1.24267131690937,0.842883781350177
"66","1","grassAmbWet1_bin.18.strict",0.963952116057198,0.616099166312512,0.554662883812353,0.638326675829033,1.24270545731479,2.08617670675656,0.929870150497704
"67","2","grassAmbWet1_bin.19.orig",0.301498403081814,0.385398634826457,0.34696738755487,0.399302974081664,0.388684982003018,0.37285725543313,0.809289675458074
"68","4","grassAmbWet1_bin.2.orig",1.62995237341657,0.694510499476209,2.50102072874438,2.87826767312414,1.12069229767302,1.34382042541898,0.911491579647816
"69","2","grassAmbWet1_bin.20.orig",0.560437878923289,0.716395149142662,0.644957534597754,0.742241118210376,0.578003159304289,0.69308270703974,1.17526687256088
"70","2","grassAmbWet1_bin.21.strict",0.304907296069921,0.389756146144782,0.70178075162204,0.201908847435719,0.628927440671674,0,0.460372450863444
"71","2","grassAmbWet1_bin.22.orig",0.796653103365762,1.01834376344644,0.611197590074338,0.351694459222962,0.821621856644711,0,0.890998543836116
"72","1","grassAmbWet1_bin.23.orig",0.783291195740541,1.25157942141766,0.45070968387033,0.518693467086636,0.807841159243338,0.968681102332411,0.821300833279742
"73","2","grassAmbWet1_bin.24.orig",0.641013234366065,0.409696407850186,0.368842231074336,0.636716036366417,0.743741901863724,0.396364346906986,0.564579754462307
"74","1","grassAmbWet1_bin.25.orig",0.63024758606316,0.604223497011774,0.725295246057271,0.417348372247463,0.812501058521136,0.779415024361168,0.898729749258718
"75","2","grassAmbWet1_bin.26.orig",0.961468523511,0.737414167243593,0.885174099521386,0.509345637654564,0.892442639148148,0.7134177385962,0.838759429421831
"76","2","grassAmbWet1_bin.27.orig",0.488873437735384,0.6249159318267,0.56260045758845,0.323730765473233,0.504195740755199,0.302290171995889,1.06620028546813
"77","4","grassAmbWet1_bin.28.orig",1.5805069780892,1.34688437365504,2.42515105262894,2.79095402808966,0.815021665196079,0.651527490714811,0.883841040755821
"78","4","grassAmbWet1_bin.29.orig",1.12250352283168,0.717435516847204,1.93768247621047,1.48663804020947,1.30239573874819,0.694089219808348,0.659105230414497
"79","5","grassAmbWet1_bin.3.orig",1.06576064156178,1.08987030673783,0.981190432272108,1.12919044209815,0.879331024617187,1.58160673635228,0.715185449499274
"80","5","grassAmbWet1_bin.30.orig",1.38562097536075,1.06272489704569,1.27566921760894,1.10106568543518,1.28614427812397,1.37085657147814,1.0228127344912
"81","6","grassAmbWet1_bin.31.strict",2.89769114840371,1.23468449730667,2.2231280330191,3.83768763516049,1.99234051498348,1.1945062368965,1.78247121682399
"82","2","grassAmbWet1_bin.32.strict",0.538439438563097,0.688275037074179,0.619641508695001,0.356553247021284,0.416486431798753,0,1.08396961816654
"83","2","grassAmbWet1_bin.33.orig",0.556069424635816,0.473874034782692,0.426620182379926,0.49097037282971,0.477914823865808,0,0.808500160468552
"84","4","grassAmbWet1_bin.34.orig",1.70860291955976,1.31044123470228,1.5730219074027,1.81029211519822,1.40972325054032,0.845198500158179,0.9745835176113
"85","2","grassAmbWet1_bin.35.orig",0.336915860083627,0.430671974379833,0.387726152457588,0.223104838320102,0.347475498840637,0,0.87609692254767
"86","5","grassAmbWet1_bin.36.orig",1.1915007104549,1.21845487076617,1.09695277865635,0.946810541830868,0.983075842452831,1.1788047437884,1.07941156413365
"87","3","grassAmbWet1_bin.37.orig",1.46670680800757,1.12491501590487,0.675160364740288,0.776999658448368,1.36140878519343,0.725539199370672,1.03345506786865
"88","1","grassAmbWet1_bin.38.orig",0.979325394837529,1.25184964949498,1.12701749110331,0.648506822515756,0.757514606200212,1.21111281241513,1.64295632011367
"89","1","grassAmbWet1_bin.39.orig",0.600921810038012,0.768144848724947,0.691546848747505,0.397928916846704,0.774694925519939,1.11472260481533,0.957724446190735
"90","4","grassAmbWet1_bin.4.orig",1.12787436816645,1.44173646461785,1.29796914017691,1.49375116085484,1.45403034978425,1.74352557546466,0.946084075447008
"91","3","grassAmbWet1_bin.41.strict",1.13517811638129,1.45107268186591,0.870916244606433,0.501141402795941,0.975630785494081,0.46795095493626,1.20613343774885
"92","3","grassAmbWet1_bin.42.strict",1.26474417496903,1.07779604237906,0.970320191480785,0.558340282353616,1.30438386899943,0.521361569507248,0.777988395957932
"93","1","grassAmbWet1_bin.43.orig",0.86477389330297,1.10542103873793,0.497595236853654,0.572651105237122,0.891877692802072,1.60417377238814,0.906737523708309
"94","3","grassAmbWet1_bin.44.orig",0.672865283881212,0.86010857496836,0.774340120339805,1.3367091148597,0.69395427128642,0.416059754313365,0.903061047178192
"95","1","grassAmbWet1_bin.45.orig",0.676281848691446,0.648356919753409,0.389135968702919,0.671748218414266,0.959032137652487,1.04543088547434,0.822554606388845
"96","4","grassAmbWet1_bin.46.orig",1.55332241719322,0.992788573525463,1.78757902401791,1.54290931863907,1.40175590557094,1.44072288780977,1.1726627361852
"97","1","grassAmbWet1_bin.47.orig",0.7596664024514,1.45659674198432,0,0,0.979344895186711,1.40919716473222,1.40189215559131
"98","1","grassAmbWet1_bin.48.orig",0.765201923433505,0.489070213379914,0.293534017219587,0.675619728389507,0.723419520806973,0.788592040364659,0.770240418289237
"99","5","grassAmbWet1_bin.49.orig",1.30936640766933,0.836866830545779,0.502277333453355,1.15607887228314,1.2378709333958,1.34939013531979,0.91526942345763
"100","2","grassAmbWet1_bin.5.orig",0.517098366021534,0.330497611759509,0.595081988274075,0.684842484519354,0.533305296575865,0,0.780754823420902
"101","5","grassAmbWet1_bin.50.orig",1.25995641913242,1.20793048713768,0.724985244881608,0.834339983612344,1.46187681188468,1.16862283747052,0.951189479775688
"102","5","grassAmbWet1_bin.51.orig",1.48332036705416,1.51687607928808,0.68280798492197,1.178701236278,1.37682962125683,1.46751493297375,1.04516113393332
"103","5","grassAmbWet1_bin.52.orig",1.10058111576996,1.40684811328311,0.844373194302472,0.971736076107415,1.13507560054261,1.36106742195966,1.10782792490661
"104","4","grassAmbWet1_bin.53.orig",1.21368570517661,1.55142716877516,1.39672168785435,1.6073992655474,1.09525948116587,1.50094168448307,1.06896759799457
"105","1","grassAmbWet1_bin.54.orig",0.38365880481361,1.9616897217753,0,0,0.593525195967869,1.42339031507314,0.772370035281709
"106","1","grassAmbWet1_bin.55.strict",0.738896909653427,0.472257659322733,0.850329977851486,0.733943523121168,0.857312397629899,0.456889772823504,0.68178201516558
"107","3","grassAmbWet1_bin.6.permissive",0.640623439469488,1.22834182446253,1.47447176454084,0.848438472747654,1.15622832656489,1.18836996298405,0.967262465380642
"108","1","grassAmbWet1_bin.7.strict",0.815892793074419,0.782203069903904,0.938937613082681,1.08056432629929,0.946647627701769,1.26124858558061,0.752826308181829
"109","2","grassAmbWet1_bin.8.orig",0.495288696559291,0.633116413048224,0.569983201814842,0.327978933791381,0.510812067037599,0,0.955554051155941
"110","1","grassAmbWet1_bin.9.orig",0.961800756682474,0.922086223703547,0.553424980834578,0.318451025520932,1.23993197303992,0.892080323007938,0.887455948876992
"111","3","grassAmbWet2_bin.1.orig",1.43553887551306,1.22334472799382,1.10135502826099,0.633740164174452,1.23377635677895,0.591767739309404,1.0436047728854
"112","1","grassAmbWet2_bin.10.orig",1.0686564181849,0.546415795847818,0.491928211653901,1.13225856373612,0.881720253610799,1.05726941174489,0.609559376979687
"113","4","grassAmbWet2_bin.11.orig",0.837771176042318,1.42787209591975,1.28548730097827,1.47938659607788,1.440047757707,1.38140725649929,0.843287505303265
"114","2","grassAmbWet2_bin.12.orig",0.500352483040251,0.319794668768798,0.575810658108062,0.662664321020971,0.645043203803942,0,0.629558836084249
"115","2","grassAmbWet2_bin.13.orig",0.790745647176314,1.01079239492362,0.606665350168153,0.349086524098936,0.543686165719936,0,0.707513187059403
"116","2","grassAmbWet2_bin.15.strict",0.455679051309735,0.582484293444605,0,0.201166350639358,0.391634144762872,0.37568632468813,0.66253703185958
"117","1","grassAmbWet2_bin.16.strict",0.794293435587718,1.01532745314095,0.365632342302083,0.631174947293475,0.983025878407195,0.785829887984974,0.612968004684965
"118","1","grassAmbWet2_bin.17.orig",0.877940051155756,0.897800834011271,0.80827377622068,0.930191523161795,0.81491085470604,1.52002412081732,0.765891423761781
"119","5","grassAmbWet2_bin.18.orig",1.36025053505999,1.39102215832784,1.25231197179325,1.08090539504099,1.12230687650239,1.6821955805394,1.14100595435166
"120","2","grassAmbWet2_bin.20.orig",0.503611862597302,0.515004583356923,0.463649267846006,0.133396205394388,0.467456488457272,0.49824565562463,0.4562351189156
"121","3","grassAmbWet2_bin.21.orig",0.95884396255802,1.22566869477307,1.10344725332174,1.26988813876328,0.988896112274098,0.889337865342683,0.68365322859138
"122","4","grassAmbWet2_bin.22.orig",1.69362296075551,0.865968071888981,1.5592306378799,1.7944206093036,1.39736368122392,2.09447082449214,0.966038980564101
"123","5","grassAmbWet2_bin.23.strict",0.767738556113825,0.981382947323978,0.883521234000296,1.01678909619374,1.18770160166381,1.89889490622023,1.15919063025449
"124","3","grassAmbWet2_bin.24.orig",0.957597679210393,0.816050399180221,1.10201301793986,1.05686463945286,0.90530987051348,0.986868804914355,0.722927257237787
"125","6","grassAmbWet2_bin.25.orig",0.951003985871752,1.21564702871755,4.37769971793386,2.51900982586008,0.980810414529607,0,1.91453179988312
"126","3","grassAmbWet2_bin.26.orig",1.12680183417889,0.960243645678939,0.864489904868018,0.497443567405572,1.16211813040997,0.464498026097282,1.13422129441686
"127","4","grassAmbWet2_bin.27.strict",1.44762167701426,1.387846699262,1.66593755160004,1.91722289427855,1.3063689883868,0.447561446329265,0.789291525242312
"128","1","grassAmbWet2_bin.29.orig",0.750722606572301,0.719723880994685,0.863939108526862,0.994253257896409,0.871033278644165,0.928404156761644,0.692693615106997
"129","1","grassAmbWet2_bin.3.strict",0.607064816896849,0.77599731637627,1.04792442402101,0.80399360119156,0.860875787467462,0.750745341217457,0.636522972150638
"130","4","grassAmbWet2_bin.31.orig",1.35107494137354,1.38163899412044,1.24386447956614,1.78935688144016,1.25407837789974,1.33667864075105,1.17864164995687
"131","3","grassAmbWet2_bin.32.orig",1.04511613194506,1.0687587764833,0.962184105218041,1.38414656754631,1.40123389847254,1.03397995765883,0.841598184194993
"132","5","grassAmbWet2_bin.33.orig",1.20573852611397,1.02751231222031,0.925050662963775,1.33072838452012,0.932646645950792,1.49111356153634,0.943971581273048
"133","2","grassAmbWet2_bin.34.orig",0.678214188584038,0.866945959674928,0.780495693543673,0.449111736244422,0.874338527134573,0,1.30846982770853
"134","1","grassAmbWet2_bin.35.strict",0.554295909330143,0.708544007404769,0.637889294360352,0.550580043346281,0.786044445589508,0.514115288849223,0.557945687254356
"135","2","grassAmbWet2_bin.36.orig",0.612711344597766,0.783215145874533,0.705114363417146,0.405735917090535,0.473936237499879,0.378864146516678,1.13070056127481
"136","1","grassAmbWet2_bin.37.orig",0.590514547547291,0.566131109179039,0.67957006664487,0.586555880555036,0.837405927639428,1.46055588514724,0.668703159195283
"137","5","grassAmbWet2_bin.39.orig",1.11620339581052,1.90242363049286,0.856358712054071,0.492764727851917,1.53491668679772,0.920258129425017,1.18597268533292
"138","1","grassAmbWet2_bin.4.orig",0.782544236420273,0.600185229490279,0.360223903783908,0.829118131994318,0.726363709808012,0.774205881727345,0.603900973726833
"139","1","grassAmbWet2_bin.40.orig",0.724872098433214,1.23545029008171,0.556126722914551,0.640011316311253,0.747591086796037,1.7928706646484,1.13500339610784
"140","5","grassAmbWet2_bin.41.orig",0.778018976350411,1.32603223671983,1.19380272635215,1.03040443323472,0.936137647212653,1.60360175063232,1.13120491679407
"141","5","grassAmbWet2_bin.42.orig",1.12811446798345,0.96136225254636,0.865496966303677,1.24505762320768,0.969559920723702,1.16259782265075,0.977828325284221
"142","6","grassAmbWet2_bin.44.orig",1.45219294447188,0,3.34239642411836,3.84655411598103,1.49770767000394,1.79589898354524,2.19263242825063
"143","1","grassAmbWet2_bin.45.orig",0.658448057897912,0.841679358908995,0.378874316006613,0.654033981049609,0.763970827129297,1.01786250442622,0.800863551401962
"144","2","grassAmbWet2_bin.46.orig",0.8647852977291,0.368478538919874,0.663469065356886,0.381772438146351,0.59459296977764,0.356487761741917,0.677039612883578
"145","2","grassAmbWet2_bin.47.orig",0.734393041965335,0.469379062884597,0.422573440861712,0.729469848274943,0.852086740903173,0.454104849706415,0.770029869607733
"146","2","grassAmbWet2_bin.49.orig",0.327596489499183,0.418759232342151,0.754002654553593,0.433867148942212,0.675728079876774,0,1.04421960141466
"147","2","grassAmbWet2_bin.5.orig",0.31169689432242,0.398435137047507,0.358703913608026,0.412809804770961,0.401832648271875,0.38546953269451,0.758227406866217
"148","1","grassAmbWet2_bin.50.strict",0.965334322565154,0.987172140919835,0.88873313979469,1.02278715122421,0.896030904209292,0.955048258718298,0.77735247613099
"149","1","grassAmbWet2_bin.51.orig",0.46617663077639,0.744878891781661,0.536480744396262,0.463051495166302,0.540886015124071,0.720639551161991,0.527901957772209
"150","1","grassAmbWet2_bin.52.orig",0.642113552475953,0.492479596571486,0.591160575416255,0.680329576756569,0.662238717119266,0.635271548785307,0.710975725115736
"151","2","grassAmbWet2_bin.53.orig",0.403966658860916,0.516381504011332,0.46488888449007,0.267505709257812,0.312470856079262,0,0.948795375168635
"152","5","grassAmbWet2_bin.54.orig",1.55042001444894,1.58549365666549,0.713695563926631,1.23202109832178,1.27921070334755,1.1504247029776,1.30052400101001
"153","5","grassAmbWet2_bin.55.orig",0.722196246764795,0.923167236492509,1.10814758322912,0.956473089927261,1.24138561401821,1.48854359702728,0.888496362675307
"154","2","grassAmbWet2_bin.57.orig",0.444508222225395,0.852307310405466,0.511544522411133,0.588704461861408,0.573050034726013,0.274857369163986,0.894870199707869
"155","2","grassAmbWet2_bin.59.orig",0.529016084852941,0,0.608797018689758,0.350313125806998,0.954793947317879,0.327111990415291,0.843124061114914
"156","1","grassAmbWet2_bin.6.orig",0.690503744107433,0.706124337910601,0.635710909884457,0.914499698234896,0.854574668733625,0.853932651922983,0.625545347918913
"157","2","grassAmbWet2_bin.60.orig",0.425308200448068,0.815492875705397,0.978897889386736,0.281638024620232,0.548297797093258,0,0.856217309922716
"158","1","grassAmbWet2_bin.61.strict",0.551218342910279,0.704610023394639,0.634347600043528,0.730030810918471,0.710618329993863,0.340840542406047,0.693559820633422
"159","1","grassAmbWet2_bin.7.orig",0.722524719058252,0.923587115245373,0.554325797755401,0.637938744657717,1.24195022617388,0.595688249040907,0.606068503825559
"160","2","grassAmbWet2_bin.8.orig",0.376988746439469,0.722844367022814,0.433842432174322,0.249641003252262,0.486005440252376,0,0.948677600171716
"161","2","grassAmbWet2_bin.9.orig",0.464896522778548,0.594266780132165,0.535007583267515,0.307853312468996,0.719201009660057,0.287464278038942,1.2088905900966
"162","4","grassRedDry1_bin.1.orig",1.33755179634343,1.2823218076396,1.53926802846339,1.32858517195016,1.37947343156912,0.827062244254963,1.12196578832024
"163","4","grassRedDry1_bin.10.orig",1.39075425008852,1.4222159291975,1.28039515686086,1.84190795904934,1.43434336007303,1.37593514889497,0.979938199009455
"164","1","grassRedDry1_bin.11.orig",0.890610639999952,0.683068542936374,0.819938928845342,0.707712160991285,1.1022290597894,1.32168118502365,0.747062410237586
"165","3","grassRedDry1_bin.12.orig",0.623876979217757,0.39874396287421,1.43592777555157,0.826259544715183,0.643430571998219,0.771536617843784,0.627984915769057
"166","1","grassRedDry1_bin.13.permissive",0.929517078325779,1.18818079755276,0.534848790338061,0.615523880128917,1.19831257866568,0.862136871605728,0.857667718611807
"167","2","grassRedDry1_bin.14.orig",0.859821695353673,0.732727170240992,0.65966095641068,0.379581181442712,1.47795047123863,0.354441631325916,0.961648018795308
"168","5","grassRedDry1_bin.15.orig",1.16841219154435,1.12016629010201,0.672310237041946,0.773719625490572,1.35566172258418,1.08371460304788,0.784070424279821
"169","5","grassRedDry1_bin.16.orig",1.52088716466634,0.777646356990396,0.700100883979566,1.20855320337289,1.41169941801619,1.50468143975432,0.969570944616921
"170","1","grassRedDry1_bin.17.orig",0.623280603763446,1.32787598734013,0.478185048612551,0.550313138701488,0.428543669937138,1.02773212244126,1.15020512468181
"171","2","grassRedDry1_bin.18.strict",0.51596461036402,0.659545969134363,0.593777250887103,0.341670472104181,0.532136006674935,0.31904173712779,1.16856448809418
"172","5","grassRedDry1_bin.19.strict",0.88971161319061,1.13729836578889,0.682592701322329,0.785553067811995,1.07052984771274,1.46705223789068,0.945323831685124
"173","2","grassRedDry1_bin.20.orig",0.570643871866723,0.972588320829193,0.437801795790531,0.503838589411536,0.39235268609404,0.470469507674804,0.733957208280825
